"Daily Invoicing Report",3/12/10,,,,,,,
"Food Bank of Central & Eastern North Carolina",,,,,,,,
,,,,,,,,
,,,,,,,,
"Posting Date: 07/01/09..02/28/10, Location Code: MAIN",,,,,,,,
"Invoice Number","Invoice Date","Bill-to Agency No.","Name","Agency County","Shipment Method Code","Shipping Agent Code","Gross Weight","Amount Including Tax"
"G09-01731-1",7/31/09,773,"Antioch United Holy Church","PITT","I-MFP","MFP",10025,0
"W09-01135-1",7/31/09,"WL266","First Fruit Ministries","NEWHANOVER","I-FLSH","FLSH",10565,0
"W09-01143-1",7/31/09,"WL356","Love of Christ Ministries","BRUNSWICK","I-FLSH","FLSH",11387,0
"R09-05016-1",7/31/09,692,"Glad Tidings Gospel Church","WILSON","I-FLSH","FLSH",11468,0
"R09-05009-1",7/31/09,348,"House of Fordham","WAYNE","I-FLSH","FLSH",11975,0
"W09-01140-1",7/31/09,"WL338","Burgaw PFWB","PENDER","I-FLSH","FLSH",12264,0
"W09-01139-1",7/31/09,"WL332","Southport Oak Island Interchur","BRUNSWICK","I-FLSH","FLSH",13159,0
"R09-04985-1",7/31/09,236,"Tarboro Community Outreach","EDGECOMBE","I-TEFR","PKUP",13750,0
"G09-01808-1",7/31/09,893,"Onslow Community Ministries","ONSLOW","I-FLSH","FLSH",14260,0
"G09-01802-1",7/31/09,155,"Philippi Church of Christ","PITT","I-FLSH","FLSH",14569,0
"G09-01809-1",7/31/09,900,"Youth Vision","CRAVEN","I-FLSH","FLSH",16120,0
"R09-05008-1",7/31/09,344,"Western Wake Crisis Ministry","WAKE","I-FLSH","FLSH",19534,0
"W09-01130-1",7/31/09,"WL111","Good Shepherd Center","NEWHANOVER","I-FLSH","FLSH",20255,0
"R09-05040-1",7/31/09,"FB002","Manna Food Bank",,"I-FBO","NCDA",22412,0
"G09-01799-1",7/31/09,103,"Religious Community Services","CRAVEN","I-FLSH","FLSH",31911,0
"W09-01145-1",7/31/09,"WL318","Jesus Ministries","NEWHANOVER","I-FLSH","FLSH",38802,0
"W09-01144-1",7/31/09,"WL374","Harvest Table","COLUMBUS","I-FLSH","FLSH",65172,0
"S09-01732-1",8/1/09,1480,"FIRST Thessalonian Baptist","SCOTLAND","I-TEFB","BRN",200,0
"R09-05635-1",8/1/09,1663,"SFSP - Warren County SEMAA","WARREN","I-PKUP","PKUP",533,0
"S09-01731-1",8/1/09,1480,"FIRST Thessalonian Baptist","SCOTLAND","I-DEL","BRN",4109,0
"R09-05100-1",8/1/09,"DI068","Victory Faith Church","WAYNE","I-DLS","FBNC",8115,0
"R09-05047-1",8/3/09,1663,"SFSP - Warren County SEMAA",,"I-DLS","FBNC",0,0
"R09-05067-1",8/3/09,114,"Shepherd's Table Soup Kitchen","WAKE","I-SHP","PKUP",30,0
"W09-01151-1",8/3/09,"WL211","Cape Fear Presbyterian Church","NEWHANOVER","I-SHP","PKUP",76,13.68
"R09-05070-1",8/3/09,775,"Bread of Life","WAKE","I-SHP","PKUP",85,15.3
"R09-05093-1",8/3/09,1531,"KC - Rebuilding Broken Places","WAYNE","I-DLS","FBNC",92,6.48
"R09-05537-1",8/3/09,1387,"Family Circle Elder Care","WAKE","I-SHP","PKUP",98,0
"S09-01734-1",8/3/09,625,"Bethesda Presbyterian Church","MOORE","I-SHP","PKUP",212,38.16
"W09-01152-1",8/3/09,"WL332","Southport Oak Island Interchur","BRUNSWICK","I-SHP","PKUP",241,43.38
"R09-05060-1",8/3/09,289,"Vance-Adult Group Home","VANCE","I-DLS","FBNC",245,15.78
"R09-05061-1",8/3/09,295,"Oxford Group Home","GRANVILLE","I-DLS","FBNC",245,15.78
"W09-01158-1",8/3/09,"WL208","New Covenant Holiness Church","NEWHANOVER","I-SHP","PKUP",249,14.58
"R09-05897-1",8/3/09,848,"Community Helpers Service","WAKE","I-TEFR","FBNC",250,0
"S09-01730-1",8/3/09,161,"Bethesda, Inc.","MOORE","I-PKUP","BRN",280,37.98
"R09-05073-1",8/3/09,1045,"Word of God Fellowship","WAKE","I-SHP","PKUP",331,42.14
"R09-05068-1",8/3/09,1600,"The Word Became Flesh","WILSON","I-SHP","PKUP",335,11.68
"R09-05095-1",8/3/09,1531,"KC - Rebuilding Broken Places","WAYNE","I-DLS","FBNC",342,332.73
"R09-05079-1",8/3/09,1582,"Glory Cloud & Fire Ministries","FRANKLIN","I-SHP","PKUP",350,63
"R09-05094-1",8/3/09,1672,"SFSP - Witness & Worship","VANCE","I-SHP","PKUP",363,555.3
"R09-05083-1",8/3/09,1603,"The Rising Sun Church of","HARNETT","I-SHP","PKUP",364,61.02
"D09-02517-1",8/3/09,1452,"KC - Friends of Chapel Hill","ORANGE","I-SHP","PKUP",375,4.5
"R09-05075-1",8/3/09,1262,"A Touch From Above Faith","JOHNSTON","I-SHP","PKUP",390,8.1
"R09-05092-1",8/3/09,1660,"SFSP - Homework Haven","WAKE","I-SHP","PKUP",420,607.8
"S09-01735-1",8/3/09,956,"Aberdeen Community Club, Inc.","MOORE","I-SHP","PKUP",444,0
"R09-05091-1",8/3/09,620,"Zebulon United Methodist","WAKE","I-SHP","PKUP",468,63.18
"S09-01738-1",8/3/09,1360,"Mental Health Association","MOORE","I-SHP","PKUP",474,40.14
"G09-01741-1",8/3/09,1084,"Richlands Community Outreach","ONSLOW","I-MFP","MFP",500,0
"D09-02513-1",8/3/09,1457,"North Carolina Central Univ.","DURHAM","I-SHP","PKUP",538,0.72
"W09-01157-1",8/3/09,"WL386","His House","BRUNSWICK","I-SHP","PKUP",543,148.79
"R09-05103-1",8/3/09,1680,"SFSP - Greater Glory Baptist","NASH","I-SHP","PKUP",549,765.9
"R09-05080-1",8/3/09,1176,"Edgerton Memorial UMC","JOHNSTON","I-SHP","PKUP",577,83.62
"S09-01739-1",8/3/09,1518,"First Missionary Baptist","MOORE","I-SHP","PKUP",630,17.28
"W09-01155-1",8/3/09,"WL335","Myrtle Grove SDA Church","NEWHANOVER","I-SHP","PKUP",667,59.58
"R09-05087-1",8/3/09,1472,"Emmanuel Hispanic Pentecostal","WAKE","I-SHP","PKUP",702,0
"R09-05088-1",8/3/09,10,"Care and Share, Inc.","FRANKLIN","I-SHP","PKUP",753,133.86
"R09-05090-1",8/3/09,1205,"Chatham County Group Homes","CHATHAM","I-SHP","PKUP",778,69.84
"R09-05086-1",8/3/09,1591,"Knightdale Church of God","WAKE","I-SHP","PKUP",792,86.04
"R09-05082-1",8/3/09,1590,"W.E.B. Dubois CDC","WAKE","I-SHP","PKUP",834,150.12
"R09-05085-1",8/3/09,932,"Body of Christ Ministry","LEE","I-SHP","PKUP",854,79.2
"R09-05081-1",8/3/09,1249,"Faith Missionary Baptist","WAKE","I-SHP","PKUP",888,59.22
"R09-05076-1",8/3/09,1470,"My Father's House","HALIFAX","I-SHP","PKUP",1118,82.98
"R09-05063-1",8/3/09,848,"Community Helpers Service","WAKE","I-SHP","PKUP",1120,157.87
"R09-05077-1",8/3/09,1506,"Basic Needs Ministry","JOHNSTON","I-SHP","PKUP",1123,52.12
"D09-02518-1",8/3/09,1497,"Bethlehem Temple Apostolic--","DURHAM","I-SHP","PKUP",1154,0
"S09-01736-1",8/3/09,181,"Pinebluff United Methodist Men","MOORE","I-SHP","PKUP",1171,239.78
"R09-05062-1",8/3/09,1313,"An Open Door CDC","WAYNE","I-SHP","PKUP",1293,134.77
"R09-05058-1",8/3/09,672,"Mount Peace Baptist Church","WAKE","I-SHP","PKUP",1505,239.64
"W09-01154-1",8/3/09,"WL281","South Brunswick Inter-Church","BRUNSWICK","I-SHP","PKUP",1555,219.42
"D09-02515-1",8/3/09,820,"Durham Rescue Mission's","DURHAM","I-SHP","PKUP",1606,32.52
"R09-05064-1",8/3/09,1387,"Family Circle Elder Care","WAKE","I-SHP","PKUP",1691,54.72
"D09-02516-1",8/3/09,1620,"Just a Clean House","DURHAM","I-SHP","PKUP",1704,40.32
"R09-05066-1",8/3/09,1339,"Franklin County Volunteers in","FRANKLIN","I-SHP","PKUP",1898,132.14
"G09-01736-1",8/3/09,789,"Koinonia Christian Center","PITT","I-TEFB","PKUP",2129,0
"G09-01733-1",8/3/09,1347,"Hope of Glory Ministries, Inc.","PITT","I-TEFB","PKUP",2423,0
"R09-05069-1",8/3/09,1467,"Christians United Outreach","LEE","I-SHP","PKUP",2497,452.34
"G09-01737-1",8/3/09,1569,"St. Peter the Fisherman","PAMLICO","I-TEFB","PKUP",2656,0
"R09-05059-1",8/3/09,775,"Bread of Life","WAKE","I-SHP","PKUP",2704,297.75
"S09-01737-1",8/3/09,1532,"Helping Hands of Hamlet","RICHMOND","I-SHP","PKUP",2733,0
"R09-05074-1",8/3/09,10,"Care and Share, Inc.","FRANKLIN","I-SHP","PKUP",3401,318.26
"W09-01153-1",8/3/09,"WL427","New Beginnings Community Churc","PENDER","I-SHP","PKUP",3975,0
"R09-05078-1",8/3/09,1282,"Outreach Community Center Inc.","EDGECOMBE","I-SHP","PKUP",4107,365.2
"G09-01738-1",8/3/09,1243,"New Beginnings Christian Cente","ONSLOW","I-TEFB","PKUP",4735,0
"R09-05065-1",8/3/09,542,"Capital City Christian Church","WAKE","I-SHP","PKUP",4932,405.06
"R09-05098-1",8/3/09,12,"Catholic Parish Outreach","WAKE","I-DLS","FBNC",4993,0
"R09-05126-1",8/3/09,894,"Pete Norris Ministries Inc.","WAYNE","I-DLS","FBNC",5520,0
"R09-05097-1",8/3/09,1396,"Milagros y Maravillas de Dios","JOHNSTON","I-DLS","FBNC",6710,0
"S09-01733-1",8/3/09,1210,"Carthage United Methodist Ch.","MOORE","I-DEL","BRN",6796,0
"G09-01740-1",8/3/09,1084,"Richlands Community Outreach","ONSLOW","I-MFP","MFP",7540,0
"G09-01742-1",8/3/09,850,"Alpha and Omega Church","LENOIR","I-MFP","MFP",7912,0
"R09-05099-1",8/3/09,"DI067","Spring Hope - Oak Hill Apart.","NASH","I-DLS","FBNC",8360,0
"G09-01732-1",8/3/09,613,"First Born Comm. Dev. Ctr.","PITT","I-TEFB","PKUP",10616,0
"R09-05145-1",8/4/09,93,"New Life Camp","WAKE","I-SHP","PKUP",39,0
"R09-05149-1",8/4/09,720,"Recruiters for Christ Church","HARNETT","I-SHP","PKUP",54,5.4
"R09-05123-1",8/4/09,93,"New Life Camp","WAKE","I-SHP","PKUP",67,8.64
"D09-02526-1",8/4/09,1580,"Christian Help Center","PERSON","I-SHP","PKUP",75,0
"D09-02540-1",8/4/09,835,"Positive Directions-","VANCE","I-SHP","PKUP",78,0
"R09-05165-1",8/4/09,629,"Resources For Seniors","WAKE","I-SHP","PKUP",102,22.84
"D09-02533-1",8/4/09,509,"First Pentecostal Church","DURHAM","I-SHP","PKUP",111,18.9
"D09-02543-1",8/4/09,934,"Urban Ministries of Durham","DURHAM","I-SHP","PKUP",117,0
"R09-05146-1",8/4/09,1458,"The Healing Place of Wake","WAKE","I-SHP","PKUP",117,0
"S09-01746-1",8/4/09,520,"Port Human Services","MOORE","I-SHP","PKUP",119,8.46
"R09-05054-1",8/4/09,290,"Roanoke Ave. Group Home","VANCE","I-DLS","FBNC",126,12.72
"R09-05131-1",8/4/09,99,"Raleigh Rescue Mission","WAKE","I-SHP","PKUP",134,24.12
"R09-05132-1",8/4/09,1183,"Communities in Schools of Wake","WAKE","I-SHP","PKUP",143,0
"D09-02525-1",8/4/09,1580,"Christian Help Center","PERSON","I-SHP","PKUP",147,25.34
"W09-01164-1",8/4/09,"WL125","Stepping Stone Manor","NEWHANOVER","I-SHP","PKUP",152,3.24
"R09-05147-1",8/4/09,1586,"Baker Family Ministry","NASH","I-SHP","PKUP",156,0
"R09-05053-1",8/4/09,294,"Franklin County Group Home","FRANKLIN","I-DLS","FBNC",182,22.8
"R09-05137-1",8/4/09,27,"Day by Day Treatment Center","JOHNSTON","I-SHP","PKUP",208,11.98
"R09-05122-1",8/4/09,137,"Tri-Area Ministry","WAKE","I-SHP","PKUP",211,35.89
"W09-01156-1",8/4/09,"WL335","Myrtle Grove SDA Church","NEWHANOVER","I-TEFB","NCDA",216,0
"W09-01159-1",8/4/09,"WL243","St Peter The Fisherman Church","NEWHANOVER","I-SHP","PKUP",223,0.9
"R09-05050-1",8/4/09,1614,"Louisburg Group Home","FRANKLIN","I-DLS","FBNC",228,12.72
"G09-01748-1",8/4/09,986,"Bread of Life/Grifton","PITT","I-MFP","MFP",234,23.28
"D09-02542-1",8/4/09,1556,"Spirit of Life Kings Kids","VANCE","I-SHP","PKUP",234,0
"S09-01748-1",8/4/09,1154,"Moore Buddies","MOORE","I-SHP","PKUP",246,1.08
"R09-05153-1",8/4/09,591,"Poplar Springs Christian","WAKE","I-SHP","PKUP",249,5.4
"R09-05049-1",8/4/09,288,"Graham Ave. Group Home","VANCE","I-DLS","FBNC",250,19.92
"S09-01751-1",8/4/09,1532,"Helping Hands of Hamlet","RICHMOND","I-TEFB","PKUP",250,0
"S09-01747-1",8/4/09,1335,"Laurinburg Hope In Christ","SCOTLAND","I-SHP","PKUP",256,8.1
"D09-02547-1",8/4/09,34,"Durham Exchange Club","DURHAM","I-SHP","PKUP",263,45.66
"R09-05148-1",8/4/09,132,"Upper Room Church of God","WAKE","I-SHP","PKUP",273,0
"D09-02519-1",8/4/09,835,"Positive Directions-","VANCE","I-SHP","PKUP",284,4.38
"R09-05048-1",8/4/09,1050,"Brookston Baptist Church","VANCE","I-DLS","FBNC",287,23.58
"R09-05052-1",8/4/09,463,"Lifeline Outreach, INC.","VANCE","I-DLS","FBNC",291,26.22
"R09-05055-1",8/4/09,165,"Shiloh Baptist Church","VANCE","I-DLS","FBNC",295,28.26
"R09-05072-1",8/4/09,292,"Warren County Group Home","WARREN","I-DLS","FBNC",300,25.68
"G09-01755-1",8/4/09,1347,"Hope of Glory Ministries, Inc.","PITT","I-SHP","PKUP",310,55.8
"D09-02541-1",8/4/09,1430,"Henderson Towers Resident","DURHAM","I-SHP","PKUP",312,0
"R09-05046-1",8/4/09,507,"Big Ruin Creek Baptist","VANCE","I-DLS","FBNC",313,31.5
"R09-05071-1",8/4/09,108,"Salvation Army-Henderson","VANCE","I-DLS","FBNC",332,46.56
"R09-05057-1",8/4/09,1357,"Peoples Christian Assembly","VANCE","I-DLS","FBNC",358,36.12
"R09-05051-1",8/4/09,765,"Mt. Zion Christian Church/","VANCE","I-DLS","FBNC",360,36.48
"G09-01743-1",8/4/09,1243,"New Beginnings Christian Cente","ONSLOW","I-MFP","MFP",360,0
"W09-01160-1",8/4/09,"WL268","Believers Bible Fellowship","PENDER","I-SHP","PKUP",363,72.16
"R09-05152-1",8/4/09,1192,"NC Love in Action (LIA)","WILSON","I-SHP","PKUP",366,5.4
"S09-01745-1",8/4/09,910,"King's Gate Church Internation","RICHMOND","I-SHP","PKUP",374,56.7
"S09-01741-1",8/4/09,168,"St. Anthony's Cath Church","MOORE","I-SHP","PKUP",391,55.62
"G09-01747-1",8/4/09,868,"Straightway Church","PITT","I-MFP","MFP",399,51.12
"R09-05130-1",8/4/09,99,"Raleigh Rescue Mission","WAKE","I-SHP","PKUP",400,69.3
"R09-05089-1",8/4/09,309,"Wallace Church of God","DUPLIN","I-DLS","FBNC",419,45.02
"G09-01760-1",8/4/09,1120,"Living Bread Holiness Church","CRAVEN","I-MFP","MFP",428,77.04
"R09-05154-1",8/4/09,1522,"Bethel African Methodist","JOHNSTON","I-SHP","PKUP",454,73.08
"D09-02548-1",8/4/09,1643,"Calvary UMC","DURHAM","I-DEL","BRN",495,0
"S09-01744-1",8/4/09,910,"King's Gate Church Internation","RICHMOND","I-TEFB","PKUP",496,0
"G09-01746-1",8/4/09,1408,"Word of God Christian Center","CRAVEN","I-MFP","MFP",500,59.06
"D09-02534-1",8/4/09,1027,"Addiction Recovery Center","VANCE","I-SHP","PKUP",514,35.34
"G09-01757-1",8/4/09,613,"First Born Comm. Dev. Ctr.","PITT","I-SHP","PKUP",531,69.66
"R09-05170-1",8/4/09,1110,"The Power of Praise Tabernacle","JOHNSTON","I-SHP","PKUP",540,87.52
"D09-02539-1",8/4/09,1079,"Steps and Ladders","DURHAM","I-SHP","PKUP",548,75.94
"R09-05150-1",8/4/09,147,"YMCA - Garner Road","WAKE","I-SHP","PKUP",568,68.72
"R09-05104-1",8/4/09,108,"Salvation Army-Henderson","VANCE","I-SHP","PKUP",576,0
"G09-01752-1",8/4/09,1374,"Spencer's Place Group Home","CRAVEN","I-SHP","PKUP",617,87.14
"S09-01743-1",8/4/09,595,"Pentecostal Assembly","MOORE","I-SHP","PKUP",626,28.26
"S09-01750-1",8/4/09,1537,"Spring Hill Baptist","SCOTLAND","I-SHP","PKUP",626,0
"S09-01765-1",8/4/09,1480,"FIRST Thessalonian Baptist","SCOTLAND","I-TEFB","PKUP",662,0
"R09-05160-1",8/4/09,1617,"Benson Area Ministerial","JOHNSTON","I-SHP","PKUP",665,119.7
"R09-05164-1",8/4/09,245,"Salvation Army-Goldsboro","WAYNE","I-TEFR","FBNC",671,0
"G09-01759-1",8/4/09,908,"Abundant Life Miracle Center","CRAVEN","I-SHP","PKUP",684,113.76
"G09-01749-1",8/4/09,1308,"Woodville Baptist Church","CARTERET","I-SHP","PKUP",696,120.21
"D09-02523-1",8/4/09,998,"Alliance of AIDS Services-","DURHAM","I-SHP","PKUP",719,56.42
"D09-02535-1",8/4/09,1529,"New Opportunities Second","DURHAM","I-SHP","PKUP",841,56.28
"R09-05159-1",8/4/09,1361,"Reaching Your Goals Inc.","WAKE","I-SHP","PKUP",844,112.32
"D09-02524-1",8/4/09,1098,"Seed Time&Harvest Fellowship","DURHAM","I-SHP","PKUP",853,89.46
"R09-05162-1",8/4/09,1662,"SFSP - Garner Road YMCA","WAKE","I-SHP","PKUP",868,1111.5
"W09-01163-1",8/4/09,"WL266","First Fruit Ministries","NEWHANOVER","I-SHP","PKUP",935,138.06
"R09-05161-1",8/4/09,1202,"St. Andrews Christian Church","WAYNE","I-SHP","PKUP",949,136.82
"D09-02532-1",8/4/09,1523,"Orange County Disability","ORANGE","I-SHP","PKUP",984,114.96
"R09-05125-1",8/4/09,859,"Shiloh Missionary Baptist Ch","HALIFAX","I-SHP","PKUP",997,309.93
"D09-02520-1",8/4/09,1430,"Henderson Towers Resident","DURHAM","I-SHP","PKUP",1038,60.66
"W09-01161-1",8/4/09,"WL294","Trinity Tabernacle Full","BRUNSWICK","I-SHP","PKUP",1042,112.53
"D09-02522-1",8/4/09,934,"Urban Ministries of Durham","DURHAM","I-SHP","PKUP",1082,72.54
"R09-05151-1",8/4/09,1041,"Alpha & Omega","JOHNSTON","I-SHP","PKUP",1105,29.16
"R09-05133-1",8/4/09,1586,"Baker Family Ministry","NASH","I-SHP","PKUP",1110,109.34
"G09-01750-1",8/4/09,730,"God's City of Refuge, Inc.","CARTERET","I-SHP","PKUP",1115,219.92
"G09-01758-1",8/4/09,254,"Zion Chapel Senior Food Serv","PITT","I-SHP","PKUP",1172,176.63
"G09-01751-1",8/4/09,1198,"St. Peter Catholic Church","PITT","I-SHP","PKUP",1234,136.08
"D09-02545-1",8/4/09,1288,"Southside Church of Christ","DURHAM","I-SHP","PKUP",1344,195.37
"W09-01150-1",8/4/09,"WL196","Helping Hands/St Stanislaus Ch","NEWHANOVER","I-TEFB","PKUP",1359,0
"S09-01742-1",8/4/09,1631,"Wesleyan Methodist Church","MOORE","I-SHP","PKUP",1500,225.9
"D09-02546-1",8/4/09,1601,"On Fire for God","DURHAM","I-SHP","PKUP",1580,97.2
"R09-05135-1",8/4/09,132,"Upper Room Church of God","WAKE","I-SHP","PKUP",1583,143.54
"D09-02521-1",8/4/09,1556,"Spirit of Life Kings Kids","VANCE","I-SHP","PKUP",1691,28.06
"R09-05143-1",8/4/09,1176,"Edgerton Memorial UMC","JOHNSTON","I-SHP","PKUP",1715,192.34
"R09-05134-1",8/4/09,1192,"NC Love in Action (LIA)","WILSON","I-SHP","PKUP",1763,273.53
"D09-02538-1",8/4/09,1658,"West Durham Baptist Church","DURHAM","I-SHP","PKUP",2022,65.7
"R09-05124-1",8/4/09,1458,"The Healing Place of Wake","WAKE","I-SHP","PKUP",2129,281.7
"D09-02537-1",8/4/09,1257,"Immanuel Temple SDA Community","DURHAM","I-SHP","PKUP",2141,87.12
"S09-01764-1",8/4/09,1469,"Church Community Services","SCOTLAND","I-TEFB","PKUP",2235,0
"S09-01749-1",8/4/09,1532,"Helping Hands of Hamlet","RICHMOND","I-PKUP","PKUP",2976,0
"R09-05102-1",8/4/09,309,"Wallace Church of God","DUPLIN","I-TEFR","FBNC",3195,0
"R09-05128-1",8/4/09,591,"Poplar Springs Christian","WAKE","I-SHP","PKUP",3289,447.88
"S09-01766-1",8/4/09,1537,"Spring Hill Baptist","SCOTLAND","I-TEFB","PKUP",3386,0
"W09-01149-1",8/4/09,"WL369","St. Joseph Parish Outreach","PENDER","I-TEFB","PKUP",3439,0
"S09-01740-1",8/4/09,1537,"Spring Hill Baptist","SCOTLAND","I-TEFB","PKUP",3544,0
"R09-05105-1",8/4/09,1050,"Brookston Baptist Church","VANCE","I-TEFR","PKUP",3594,0
"D09-02544-1",8/4/09,1643,"Calvary UMC","DURHAM","I-DEL","BRN",3959,0
"D09-02536-1",8/4/09,1115,"Abundant Life Church/","ORANGE","I-SHP","PKUP",4124,12.42
"R09-05136-1",8/4/09,1540,"Blessing of Giving","WAYNE","I-DLS","FBNC",4655,0
"W09-01148-1",8/4/09,"WL087","Pender County Christian","PENDER","I-TEFB","PKUP",4814,0
"D09-02527-1",8/4/09,"DHC013","Durham Housing/Liberty Street","DURHAM","I-DEL","BRN",4930,0
"R09-05129-1",8/4/09,692,"Glad Tidings Gospel Church","WILSON","I-DLS","FBNC",5257,0
"R09-05106-1",8/4/09,165,"Shiloh Baptist Church","VANCE","I-TEFR","FBNC",5431,0
"R09-05127-1",8/4/09,720,"Recruiters for Christ Church","HARNETT","I-SHP","PKUP",5441,79.58
"W09-01162-1",8/4/09,"WL344","Believers Home Fellowship","COLUMBUS","I-SHP","PKUP",5794,91.44
"R09-05107-1",8/4/09,765,"Mt. Zion Christian Church/","VANCE","I-TEFR","FBNC",6023,0
"G09-01744-1",8/4/09,1243,"New Beginnings Christian Cente","ONSLOW","I-MFP","MFP",6675,0
"G09-01756-1",8/4/09,732,"The Anointed Ones Church","PITT","I-MFP","MFP",7545,0
"G09-01745-1",8/4/09,1005,"St. Marks'/La Guadalupana","WILSON","I-MFP","MFP",7574,0
"W09-01147-1",8/4/09,"WL185","Tileston Outreach","NEWHANOVER","I-TEFB","PKUP",8592,0
"S09-01757-1",8/4/09,1302,"First United Methodist Church","RICHMOND","I-TEFB","PKUP",9026,0
"G09-01753-1",8/4/09,1120,"Living Bread Holiness Church","CRAVEN","I-MFP","MFP",12429,0
"W09-01146-1",8/4/09,"WL266","First Fruit Ministries","NEWHANOVER","I-TEFB","PKUP",15645,0
"S09-01787-1",8/5/09,696,"GET SMART, INC.","LEE","I-PKUP","PKUP",3,8.81
"R09-05200-1",8/5/09,245,"Salvation Army-Goldsboro","WAYNE","I-DLS","FBNC",12,2.16
"R09-05119-1",8/5/09,1168,"Provisions Academy","LEE","I-DLS","FBNC",12,2.16
"W09-01166-1",8/5/09,"WL196","Helping Hands/St Stanislaus Ch","NEWHANOVER","I-SHP","PKUP",16,2.88
"G09-01771-1",8/5/09,1284,"Emmanuel Community FWB, Inc.","PITT","I-SHP","PKUP",30,0
"R09-05185-1",8/5/09,1542,"Resources For Seniors-TLC","WAKE","I-SHP","PKUP",45,5.76
"G09-01777-1",8/5/09,268,"PICASO/Pitt County AIDS","PITT","I-SHP","PKUP",49,5.04
"R09-05114-1",8/5/09,1294,"Rebuilding Broken Places","WAYNE","I-DLS","FBNC",67,1.74
"G09-01773-1",8/5/09,732,"The Anointed Ones Church","PITT","I-SHP","PKUP",69,0
"G09-01766-1",8/5/09,852,"Herring Grove F.W.B. Church","LENOIR","I-SHP","PKUP",70,29.27
"R09-05101-1",8/5/09,176,"Echoes of Calvary UPC","WAYNE","I-DLS","FBNC",77,13.62
"R09-05173-1",8/5/09,1050,"Brookston Baptist Church","VANCE","I-DLS","FBNC",80,14.4
"R09-05110-1",8/5/09,441,"Kennedy Baptist Children's","LENOIR","I-DLS","FBNC",100,17.76
"R09-05112-1",8/5/09,564,"Missions to Military/","WAYNE","I-DLS","FBNC",101,14.94
"R09-05109-1",8/5/09,54,"Jacob House/Rachel House","WAYNE","I-DLS","FBNC",124,17.04
"R09-05113-1",8/5/09,245,"Salvation Army-Goldsboro","WAYNE","I-DLS","FBNC",130,23.16
"S09-01775-1",8/5/09,794,"Southside Baptist Church","MOORE","I-SHP","PKUP",137,0
"R09-05108-1",8/5/09,348,"House of Fordham","WAYNE","I-DLS","FBNC",150,2.16
"D09-02560-1",8/5/09,1503,"Zion Temple UCC of Durham","DURHAM","I-SHP","PKUP",152,26.32
"R09-05464-1",8/5/09,932,"Body of Christ Ministry","LEE","I-TEFR","FBNC",156,0
"S09-01770-1",8/5/09,1254,"Church of God of Prophecy --","RICHMOND","I-SHP","PKUP",156,24.84
"W09-01173-1",8/5/09,"WL129","Coastal Horizons","NEWHANOVER","I-SHP","PKUP",183,7.74
"R09-05111-1",8/5/09,1165,"Renu Life","WAYNE","I-DLS","FBNC",197,17.1
"S09-01772-1",8/5/09,1321,"Emmanuel Ministries Church","RICHMOND","I-TEFB","PKUP",200,0
"R09-05117-1",8/5/09,696,"GET SMART, INC.","LEE","I-DLS","FBNC",206,33.6
"R09-05194-1",8/5/09,632,"Resources For Seniors","WAKE","I-SHP","PKUP",222,22.68
"S09-01785-1",8/5/09,952,"Christian Mission Center","MOORE","I-SHP","PKUP",226,0
"D09-02563-1",8/5/09,1420,"FTHOP","DURHAM","I-SHP","PKUP",234,41.56
"R09-05120-1",8/5/09,1437,"Salvation Army of Lee County","LEE","I-DLS","FBNC",248,77.73
"S09-01780-1",8/5/09,1209,"Prayer and Faith Temple Church","RICHMOND","I-TEFB","BRN",250,0
"R09-05116-1",8/5/09,240,"Hillview Christian Assembly","LEE","I-DLS","FBNC",252,26.76
"R09-05115-1",8/5/09,1029,"Dillard Academy","WAYNE","I-DLS","FBNC",253,32.02
"W09-01170-1",8/5/09,"WL421","CIS Wire Program","NEWHANOVER","I-SHP","PKUP",295,2.7
"S09-01777-1",8/5/09,1532,"Helping Hands of Hamlet","RICHMOND","I-TEFB","PKUP",300,0
"S09-01782-1",8/5/09,1251,"KC - Boys & Girls Club of","MOORE","I-SHP","PKUP",313,145.77
"R09-05118-1",8/5/09,712,"New Life Praise Church","LEE","I-DLS","FBNC",321,64.42
"R09-05195-1",8/5/09,700,"Southlight Supervised","WAKE","I-SHP","PKUP",325,19.36
"R09-05186-1",8/5/09,1549,"First Baptist Church of","JOHNSTON","I-SHP","PKUP",339,100.51
"R09-05121-1",8/5/09,1622,"Bread of Life Ministries","LEE","I-DLS","FBNC",352,61.43
"S09-01786-1",8/5/09,696,"GET SMART, INC.","LEE","I-SHP","PKUP",359,45.36
"D09-02549-1",8/5/09,413,"Chatham Out-Reach Alliance","CHATHAM","I-SHP","PKUP",363,34.38
"R09-05183-1",8/5/09,419,"New Jerusalem Pentecostal","EDGECOMBE","I-SHP","PKUP",364,65.52
"G09-01776-1",8/5/09,388,"Snow Hill Group Home/","GREENE","I-SHP","PKUP",389,69.83
"R09-05167-1",8/5/09,932,"Body of Christ Ministry","LEE","I-DLS","FBNC",394,0
"W09-01172-1",8/5/09,"WL296","The Love Center Church, Inc.","NEWHANOVER","I-SHP","PKUP",395,32.18
"G09-01765-1",8/5/09,248,"Ayden Christian Care Center","PITT","I-SHP","PKUP",409,68.11
"R09-05193-1",8/5/09,12,"Catholic Parish Outreach","WAKE","I-SHP","PKUP",432,77.76
